	id	videoID	duration	channel	label	proba	pers
240	354	2PXQfK5iUn0	68.1681	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
241	355	2PXQfK5iUn0	87.3206	UC6EmI2r6XBGXBS70XFnyMhw	2	1.0	0.06553036016089976
243	357	2V18Ga2Y0ws	334.967	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
242	356	3GomA_Wq8Ew	96.1	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
244	359	6YQlkTisEjI	77.7443	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
245	361	6YQlkTisEjI	157.199	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
247	369	9Vj3tgP5_RA	437.971	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
246	364	9pghcjLOnwM	589.797	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
248	371	A8E___u7Av0	579.212	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
249	372	A8ZNvAP9W-U	134.009	UC6EmI2r6XBGXBS70XFnyMhw	16	0.9424610696479497	0.02999741906309757
250	373	A8ZNvAP9W-U	36.2028	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
251	375	A8ZNvAP9W-U	287.996	UC6EmI2r6XBGXBS70XFnyMhw	2	1.0	0.06553036016089976
252	378	A8ZNvAP9W-U	254.337	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
253	379	AvVXIoWVgqA	349.6	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
254	384	C4tQm6qQ-q8	353.519	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
255	386	C4tQm6qQ-q8	34.7013	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
258	399	FNCRT9Mt5UY	272.3	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
259	400	FNCRT9Mt5UY	170.4	UC6EmI2r6XBGXBS70XFnyMhw	16	0.9653101710549759	0.02999741906309757
260	401	GyerltLmGVk	54.5667	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
261	402	GyerltLmGVk	61.4667	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
276	448	IQZjZ6m2G0I	491.4	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
277	450	IQZjZ6m2G0I	32.0	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
278	451	IQZjZ6m2G0I	51.7	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
272	442	IiWTadfZkSE	63.7302	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
273	444	IiWTadfZkSE	30.3636	UC6EmI2r6XBGXBS70XFnyMhw	8	0.9116781660632759	0.06631117803633667
274	446	IiWTadfZkSE	73.8236	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
275	447	IiWTadfZkSE	95.2617	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
279	460	J0TrlzMrhGA	82.5158	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
280	463	J0TrlzMrhGA	111.678	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
284	470	JRs73Heh_9w	358.525	UC6EmI2r6XBGXBS70XFnyMhw	8	0.9998081053842545	0.06631117803633667
281	465	JnfspW_6C0g	52.2522	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
282	468	JnfspW_6C0g	89.8564	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
283	469	JnfspW_6C0g	33.8004	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
285	472	L6sQnk8lyoU	181.833	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
286	473	L6sQnk8lyoU	220.7	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
287	474	LL389hRDV2U	70.4667	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
288	476	LL389hRDV2U	92.9333	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
299	489	NJkJC2VpdfQ	835.802	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
297	486	NdQdGpo4_v4	246.68	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
298	488	NdQdGpo4_v4	62.8294	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
301	493	OIK7ZDHAYfo	405.989	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
302	503	Oj192WHYysA	39.1641	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
303	507	OwldPiuyjUc	100.225	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
304	508	OwldPiuyjUc	532.49	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
305	512	PGw_Ia_oKx0	41.9667	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
306	521	RtJR9RAegyE	37.1204	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
307	523	RtJR9RAegyE	39.3726	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
308	524	RtJR9RAegyE	34.2008	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
316	537	XAkgJk0f-io	242.7	UC6EmI2r6XBGXBS70XFnyMhw	8	0.9360295823139493	0.06631117803633667
325	560	YXbEebaTMAE	552.853	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
326	561	YXbEebaTMAE	245.012	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
257	392	e-GQalbmeRc	230.73	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
256	387	e_e3tGokl08	71.3211	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
262	420	h-R1h3tHo4I	32.04	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
263	428	hTzrObg7pQc	229.396	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
264	429	hTzrObg7pQc	144.352	UC6EmI2r6XBGXBS70XFnyMhw	16	1.0	0.02999741906309757
265	430	hTzrObg7pQc	176.468	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
271	436	hYzRIucc5XU	859.65	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
266	431	htL2eszoOYc	146.48	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
267	432	htL2eszoOYc	72.2388	UC6EmI2r6XBGXBS70XFnyMhw	2	1.0	0.06553036016089976
268	433	htL2eszoOYc	72.8644	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
269	434	htL2eszoOYc	689.23	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
270	435	i7jJhYDDm-0	1021.15	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
289	478	luSUL-kV7vU	664.533	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
290	479	luSUL-kV7vU	75.4333	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
291	480	luSUL-kV7vU	112.9	UC6EmI2r6XBGXBS70XFnyMhw	16	1.0	0.02999741906309757
292	481	luSUL-kV7vU	41.6333	UC6EmI2r6XBGXBS70XFnyMhw	16	1.0	0.02999741906309757
293	482	luSUL-kV7vU	111.933	UC6EmI2r6XBGXBS70XFnyMhw	16	1.0	0.02999741906309757
296	485	mA1A7G2K4BY	1908.61	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
294	483	mBMbZVBCS8I	68.9689	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
295	484	mBMbZVBCS8I	114.648	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
300	490	ogC1XQjBUfE	92.5	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
309	529	v3afAdL2-X0	36.0333	UC6EmI2r6XBGXBS70XFnyMhw	9	1.0	0.0009237009001045399
310	531	v3afAdL2-X0	436.267	UC6EmI2r6XBGXBS70XFnyMhw	8	0.8911879468871078	0.06631117803633667
311	532	v3afAdL2-X0	59.4	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
312	533	v3afAdL2-X0	387.0	UC6EmI2r6XBGXBS70XFnyMhw	9	1.0	0.0009237009001045399
313	534	v3afAdL2-X0	45.8333	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
314	535	vV-NSXl3LLs	793.733	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
315	536	vV-NSXl3LLs	125.833	UC6EmI2r6XBGXBS70XFnyMhw	16	1.0	0.02999741906309757
317	544	xWnFY8dxTQs	63.6886	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
318	545	xWnFY8dxTQs	96.3462	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
319	546	xWnFY8dxTQs	260.218	UC6EmI2r6XBGXBS70XFnyMhw	16	0.9469773554284957	0.02999741906309757
320	548	xWnFY8dxTQs	53.8454	UC6EmI2r6XBGXBS70XFnyMhw	-1	0.0	0.0
321	550	xWnFY8dxTQs	76.3262	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
322	555	yovxw_o2-5c	32.9913	UC6EmI2r6XBGXBS70XFnyMhw	8	1.0	0.06631117803633667
323	556	0Isgu88YqTM	30.322	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
324	557	0Isgu88YqTM	157.991	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9490900648409777	0.06770886032734945
328	566	1ZIkjGiVx3Q	165.932	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8683450540809021	0.06770886032734945
327	562	1sRf0Ge2vjk	150.617	UC6iEWYfIORiis3TSYOJJMEQ	7	0.920191175841349	0.06770886032734945
330	581	2tnttI2B10w	54.2759	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9770781481952048	0.06770886032734945
329	579	3VwJH2_vw50	300.034	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9070626680438723	0.06770886032734945
331	583	4y42I2bzAec	228.428	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9409199541863278	0.06770886032734945
332	584	4y42I2bzAec	192.926	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
333	586	7U7tFgtFZiw	450.216	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
334	587	7U7tFgtFZiw	47.4807	UC6iEWYfIORiis3TSYOJJMEQ	7	0.922781019793167	0.06770886032734945
335	588	7U7tFgtFZiw	59.2591	UC6iEWYfIORiis3TSYOJJMEQ	4	1.0	0.028566905501000977
336	589	7U7tFgtFZiw	42.9095	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
337	590	7U7tFgtFZiw	76.3428	UC6iEWYfIORiis3TSYOJJMEQ	4	1.0	0.028566905501000977
338	591	7U7tFgtFZiw	87.5207	UC6iEWYfIORiis3TSYOJJMEQ	4	1.0	0.028566905501000977
339	599	8dN4kXFH0iM	71.8051	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
344	612	A0aTtgQg3P0	33.0747	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
345	613	A0aTtgQg3P0	55.5972	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
346	623	CFxFyHT1vDk	36.0026	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
347	624	CFxFyHT1vDk	184.251	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8989625989840155	0.06770886032734945
348	629	CMtd-rJcE1k	266.379	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8711086327241324	0.06770886032734945
349	633	GGIy5nsdGnM	153.783	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9412653075529561	0.06770886032734945
350	634	GGIy5nsdGnM	43.8696	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
355	642	HfqdOKPZEOM	527.6	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9318022517750321	0.06770886032734945
356	643	HfqdOKPZEOM	117.08	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
364	656	J1ywCGutPiY	57.0236	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
365	657	J1ywCGutPiY	114.381	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9731534090836413	0.06770886032734945
366	658	J1ywCGutPiY	154.554	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9372682604606751	0.06770886032734945
367	662	J2IMjlySemU	51.5515	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
369	671	JtDpIz59SJw	55.8224	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9534400779817525	0.06770886032734945
373	678	L7l3me-E08M	125.225	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
377	690	O4leRhZbGFk	66.3997	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
378	692	O4leRhZbGFk	74.9499	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9409349880122054	0.06770886032734945
379	693	OdSPTAFCHcA	181.431	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9862623287868624	0.06770886032734945
380	709	Sk3vhVGQK1Y	74.783	UC6iEWYfIORiis3TSYOJJMEQ	16	1.0	0.02999741906309757
381	720	TDDgMsESIlU	72.8728	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
382	721	TDDgMsESIlU	33.7337	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8551552590918291	0.06770886032734945
383	722	TDDgMsESIlU	33.1998	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8550207299189639	0.06770886032734945
387	731	VSDa9u453gs	192.993	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9781693340577441	0.06770886032734945
388	732	WBOjeANTcxw	42.9427	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
394	746	WotBn9dKH0A	200.133	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9727747975708184	0.06770886032734945
395	758	XN0a_xJlUDY	166.333	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
396	760	Y1OJ1ZC_wEQ	654.32	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9895690244571822	0.06770886032734945
397	761	Y5q_eyuhLP8	345.637	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
399	771	YGb-wgmm9ik	169.803	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
398	769	ZaiX1DoGC-U	114.586	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
340	601	a-0yYrE2_1U	210.444	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9902669389613568	0.06770886032734945
341	602	a-0yYrE2_1U	215.115	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
342	605	a-n8DHCJLso	32.931	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9616367546778412	0.06770886032734945
343	606	a-n8DHCJLso	57.3448	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9388277351899365	0.06770886032734945
351	636	gMcs9Bk8kW4	52.1188	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
353	640	gZNSinnXj6M	49.1157	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
354	641	gZNSinnXj6M	431.264	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
352	637	gyyqkRQW1wc	247.28	UC6iEWYfIORiis3TSYOJJMEQ	-1	0.0	0.0
357	644	hNmYgxRBhP4	896.862	UC6iEWYfIORiis3TSYOJJMEQ	7	0.952046814593425	0.06770886032734945
358	645	hNmYgxRBhP4	174.483	UC6iEWYfIORiis3TSYOJJMEQ	14	1.0	0.0805243315266753
359	646	hNmYgxRBhP4	232.966	UC6iEWYfIORiis3TSYOJJMEQ	14	1.0	0.0805243315266753
360	647	hNmYgxRBhP4	198.793	UC6iEWYfIORiis3TSYOJJMEQ	14	1.0	0.0805243315266753
361	649	i09DLdpxAxA	33.9005	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9268557810745662	0.06770886032734945
362	652	i09DLdpxAxA	63.1297	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9534400779817525	0.06770886032734945
363	653	i09DLdpxAxA	68.2348	UC6iEWYfIORiis3TSYOJJMEQ	7	0.876928676348481	0.06770886032734945
368	665	j4zqrbKGWu0	46.5798	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8701019291587679	0.06770886032734945
370	672	jUCpkT3fRgw	32.9996	UC6iEWYfIORiis3TSYOJJMEQ	8	0.8912323574356729	0.06631117803633667
371	674	jUCpkT3fRgw	116.183	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
372	675	k5XDHjzjlZo	148.615	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9078067122393699	0.06770886032734945
374	680	lugA-UKHO0k	39.7897	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9185704812963486	0.06770886032734945
375	681	lugA-UKHO0k	31.031	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8704141370311028	0.06770886032734945
376	686	moqaeGgye9k	37.5375	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8885462432028474	0.06770886032734945
384	725	tewEbaPNvEI	169.569	UC6iEWYfIORiis3TSYOJJMEQ	7	0.986427687296602	0.06770886032734945
385	729	uPNW9qO3Y2M	51.4514	UC6iEWYfIORiis3TSYOJJMEQ	16	1.0	0.02999741906309757
386	730	uPNW9qO3Y2M	161.561	UC6iEWYfIORiis3TSYOJJMEQ	7	1.0	0.06770886032734945
389	735	wBTNcA_IhoQ	70.5038	UC6iEWYfIORiis3TSYOJJMEQ	7	0.8885462432028474	0.06770886032734945
390	736	wBTNcA_IhoQ	100.5	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9015663222975875	0.06770886032734945
391	738	wcyskX62ADg	110.243	UC6iEWYfIORiis3TSYOJJMEQ	16	0.9363909180264284	0.02999741906309757
392	740	wcyskX62ADg	77.3106	UC6iEWYfIORiis3TSYOJJMEQ	7	0.890483366616652	0.06770886032734945
393	743	wcyskX62ADg	34.6012	UC6iEWYfIORiis3TSYOJJMEQ	7	0.9818492293166261	0.06770886032734945
402	775	13lTL6vtGuo	31.7317	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
403	776	13lTL6vtGuo	46.413	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
404	780	13lTL6vtGuo	174.274	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
405	781	13lTL6vtGuo	93.46	UC6jgzx2g3nlbaYkd8EMweKA	13	0.8062475555732869	0.12378090111427496
406	782	13lTL6vtGuo	62.2288	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
400	773	2ChGG_FA1Q4	1575.12	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
401	774	2ChGG_FA1Q4	115.583	UC6jgzx2g3nlbaYkd8EMweKA	16	0.9607624429291937	0.02999741906309757
415	792	2zMTRWZMJ-w	832.699	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
407	784	4AxgEQLFaRg	553.083	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9997027570630322	0.12378090111427496
408	785	4AxgEQLFaRg	102.083	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
409	786	4AxgEQLFaRg	85.5833	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
410	787	4AxgEQLFaRg	167.417	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
411	788	4AxgEQLFaRg	39.2083	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
412	789	4AxgEQLFaRg	45.7083	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
413	790	4AxgEQLFaRg	126.167	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
414	791	4AxgEQLFaRg	42.4583	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
416	793	4l2QlMjtIcU	558.6	UC6jgzx2g3nlbaYkd8EMweKA	13	0.8872740499010916	0.12378090111427496
417	794	4l2QlMjtIcU	570.32	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
418	795	54FMEGrh6oY	324.375	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
419	796	54FMEGrh6oY	527.125	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
422	799	7K8f2fr0Uwo	1124.58	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
420	797	7zuz2LDf2Z8	1192.79	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9117556590150864	0.12378090111427496
421	798	7zuz2LDf2Z8	352.083	UC6jgzx2g3nlbaYkd8EMweKA	16	0.9563451354045424	0.02999741906309757
423	800	9G4iSJBf6QQ	560.026	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
424	801	9G4iSJBf6QQ	50.0166	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
425	802	9uXBxymz-Do	82.0153	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
426	803	9uXBxymz-Do	37.5041	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
427	804	9uXBxymz-Do	689.355	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9990044923276572	0.12378090111427496
428	805	Ai3ihiY55uA	1548.42	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9779202881881695	0.12378090111427496
429	806	Ai3ihiY55uA	154.125	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
442	821	CnQTN_-mW7U	462.542	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9906567627508466	0.12378090111427496
443	822	CnQTN_-mW7U	683.583	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
444	823	E21eL9W7fVg	239.139	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
445	824	E21eL9W7fVg	259.559	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
431	808	aPsvFqYY1ik	578.792	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9962650469850116	0.12378090111427496
430	807	akuGzIdj0rs	884.884	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
432	809	bSC7jeIgV14	448.882	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
433	812	bSC7jeIgV14	31.5982	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
434	813	bSC7jeIgV14	53.7537	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
435	814	bSC7jeIgV14	37.6376	UC6jgzx2g3nlbaYkd8EMweKA	17	0.9949263337755856	0.01653362757129278
436	815	bSC7jeIgV14	36.1027	UC6jgzx2g3nlbaYkd8EMweKA	17	1.0	0.01653362757129278
437	816	bXBAmbnsWQc	1206.37	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9676068460632099	0.12378090111427496
438	817	bXBAmbnsWQc	288.755	UC6jgzx2g3nlbaYkd8EMweKA	16	0.9525046135512937	0.02999741906309757
439	818	c6fTe7t3WPU	734.434	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
440	819	cyh_JcPk8ZE	632.125	UC6jgzx2g3nlbaYkd8EMweKA	13	0.8573068587224152	0.12378090111427496
441	820	cyh_JcPk8ZE	192.583	UC6jgzx2g3nlbaYkd8EMweKA	16	1.0	0.02999741906309757
446	825	cyi7azcBDig	39.0417	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
447	826	cyi7azcBDig	664.75	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9291124900407703	0.12378090111427496
448	827	cyi7azcBDig	339.417	UC6jgzx2g3nlbaYkd8EMweKA	13	1.0	0.12378090111427496
451	830	eZbT3TzcSq8	37.75	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
452	831	eZbT3TzcSq8	49.4167	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
453	832	eZbT3TzcSq8	69.125	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
454	834	eZbT3TzcSq8	95.9583	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
455	835	eZbT3TzcSq8	214.208	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
456	836	eZbT3TzcSq8	490.333	UC6jgzx2g3nlbaYkd8EMweKA	-1	0.0	0.0
449	828	fPFMPnnwBVQ	2077.29	UC6jgzx2g3nlbaYkd8EMweKA	13	0.9568262895255175	0.12378090111427496
450	829	fPFMPnnwBVQ	586.667	UC6jgzx2g3nlbaYkd8EMweKA	16	0.9781387445069984	0.02999741906309757
