	id	videoID	feature	duration	label
43	51	jBr2b1cx3Qg	"[[-0.03176612  0.00028171 -0.01965042 ...  0.03423161 -0.02179317
   0.00620502]
 [-0.03343071  0.00197308 -0.01854845 ...  0.02736015  0.00515377
   0.00389947]
 [-0.03914824 -0.00048939 -0.01607095 ...  0.0089541  -0.05437289
   0.00034211]
 ...
 [-0.0362714  -0.00061473 -0.01367141 ...  0.03301433 -0.04478829
  -0.00022117]
 [-0.02764458  0.00119813 -0.02152851 ...  0.02123417 -0.04281317
  -0.00125677]
 [-0.02650153  0.00340624 -0.01497946 ...  0.03135481 -0.03472701
   0.00873846]]"	180.714	0
44	52	jBr2b1cx3Qg	"[[-0.02221219 -0.00106104 -0.02455841 ...  0.01988622  0.00422711
   0.01259602]
 [-0.01835002  0.00370458 -0.02080438 ...  0.0069358  -0.00362577
   0.01102755]
 [-0.03283351  0.00529225 -0.0161066  ...  0.00907426  0.00431559
   0.01365787]
 ...
 [-0.01857876  0.00570839 -0.01745153 ...  0.01816227  0.00503361
   0.01531821]
 [-0.02863745 -0.00442803 -0.01760464 ... -0.00056163  0.00067296
   0.01391945]
 [-0.02437752 -0.00333133 -0.02165676 ...  0.01713616 -0.00252623
   0.0148981 ]]"	31.6983	0
45	53	KR_EI1bQTHI	"[[-0.02926726 -0.00128485 -0.02306993 ...  0.02752863  0.0081696
   0.01478889]
 [-0.01987154 -0.00184092 -0.02166306 ...  0.01858979  0.0141099
   0.00916289]
 [-0.01925593 -0.00599044 -0.02023151 ...  0.0101389  -0.02927933
   0.01066571]
 ...
 [-0.02125133  0.0050981  -0.02060362 ...  0.02688435  0.02712999
   0.00467568]
 [-0.02917444  0.00322119 -0.02208786 ...  0.00867257 -0.00885566
   0.00288311]
 [-0.02814313 -0.00473629 -0.01597973 ...  0.00536076 -0.00047126
   0.004918  ]]"	363.463	0
46	54	lglGPOzD22Y	"[[-0.00128595  0.00276024 -0.01148561 ...  0.00278132  0.00540257
   0.01021206]
 [-0.0211455  -0.00508771 -0.02346227 ...  0.00141655  0.01313347
   0.00569689]
 [-0.01424997 -0.00236781 -0.01802073 ...  0.00722715 -0.01349538
   0.01154298]
 ...
 [-0.0212481  -0.00805992 -0.01820946 ...  0.01720561  0.04566192
   0.01289612]
 [-0.02176955 -0.00909908 -0.01546067 ...  0.01314044  0.00908454
   0.02003999]
 [-0.03064618 -0.00144179 -0.0105189  ...  0.02587282  0.024368
   0.00988469]]"	399.699	-1
47	55	LKiHFvgpPr0	"[[ 0.00588318 -0.01300067  0.00789771 ... -0.00115574 -0.04215522
  -0.0083391 ]
 [ 0.0110357  -0.00556797  0.00943069 ...  0.01054405 -0.03264014
  -0.00780189]
 [ 0.01834804 -0.00291411  0.0380537  ...  0.00807515 -0.02234257
  -0.01346831]
 ...
 [ 0.01118077  0.00371038  0.01297073 ...  0.00144698 -0.0230868
  -0.00956141]
 [ 0.00517547 -0.01102588 -0.00297677 ... -0.00990498 -0.00682049
   0.00291783]
 [ 0.00316467 -0.01068955 -0.00672197 ... -0.01088833 -0.00276786
   0.00216498]]"	36.2028	-1
48	56	LKiHFvgpPr0	"[[-0.01763438 -0.00752058 -0.01082262 ... -0.00841336  0.01335356
   0.00956327]
 [-0.02297563 -0.00372409 -0.01668528 ... -0.00738062  0.00359654
   0.007026  ]
 [-0.02230372 -0.00046597 -0.0171711  ... -0.00566108  0.03306015
   0.00236037]
 ...
 [-0.01701149  0.00367808 -0.00409675 ... -0.00186861 -0.00899729
   0.00569092]
 [-0.0187716  -0.00198817 -0.00309727 ...  0.00935879  0.03790074
   0.011767  ]
 [-0.02588927 -0.00724579 -0.00605104 ...  0.00070241  0.01285128
   0.01758307]]"	321.054	-1
49	57	Lrjx1kLc9j0	"[[ 0.01110322 -0.0142889  -0.01928064 ... -0.01017401  0.06700215
   0.00999143]
 [ 0.01213841 -0.01589416 -0.0187687  ... -0.00736798  0.06390121
   0.01191085]
 [ 0.01214068 -0.0158905  -0.01877604 ... -0.00737734  0.06389663
   0.01193624]
 ...
 [-0.00660581 -0.00790506 -0.01832336 ...  0.01467295  0.06189229
   0.01096534]
 [-0.00908168 -0.00915068 -0.01986376 ...  0.02049129  0.06967693
   0.00979568]
 [-0.01088493 -0.01177051 -0.01502255 ...  0.01268664  0.04744876
   0.00639993]]"	30.3637	-1
50	59	Lrjx1kLc9j0	"[[-0.02399325 -0.01022806 -0.02453777 ... -0.00232559 -0.03742956
  -0.00276874]
 [-0.03170954 -0.00770486 -0.02914241 ...  0.00580007 -0.00958438
  -0.0007792 ]
 [-0.04005847 -0.00374098 -0.01477019 ... -0.00114806 -0.04708773
  -0.00157157]
 ...
 [-0.03584192  0.00219213 -0.01079189 ...  0.02248646 -0.0233066
  -0.0047662 ]
 [-0.04347436 -0.00681372 -0.00720259 ...  0.02552846 -0.06651936
  -0.00490561]
 [-0.04487157  0.00431313 -0.00109351 ...  0.0098438  -0.03836314
  -0.00403533]]"	449.783	-1
51	61	OwrpZw8frIs	"[[-2.2323778e-02 -2.2083989e-03 -2.1871787e-02 ...  2.7506920e-03
   5.3535201e-05  3.7762467e-03]
 [-2.6555046e-02 -4.3765591e-03 -2.6540624e-02 ...  9.9052647e-03
  -8.1117693e-03  6.5897773e-03]
 [-2.4461083e-02 -5.6435489e-03 -2.5808832e-02 ...  5.2464302e-03
  -1.2745873e-04  5.0676339e-03]
 ...
 [-2.7737798e-02 -5.6957658e-03 -2.4708262e-02 ... -3.8363873e-03
  -1.5705675e-02  1.0716879e-03]
 [-2.7972121e-02 -3.3603185e-03 -2.4410451e-02 ...  6.5928847e-03
  -5.8915932e-03  5.8833738e-03]
 [-2.8347054e-02  3.9514969e-03 -2.4294507e-02 ...  1.3868575e-02
   4.0273272e-02  2.5639262e-03]]"	35.1351	0
52	62	OwrpZw8frIs	"[[-3.8498025e-02  5.4445467e-05 -1.1085860e-02 ...  9.2156790e-03
  -4.2208810e-03 -1.3529648e-03]
 [-3.1177755e-02  3.5667256e-03 -2.0493934e-02 ... -8.8721230e-05
   8.6979591e-04  8.1388856e-04]
 [-3.3699378e-02  2.2286933e-03 -2.2149337e-02 ...  3.1471315e-03
  -3.1277418e-02 -3.3664794e-03]
 ...
 [-3.0612199e-02  1.0093132e-02 -2.1010896e-02 ...  3.3456315e-03
  -1.2120542e-02 -2.3898277e-03]
 [-3.3638008e-02 -5.8942433e-03 -2.0777976e-02 ...  2.9609131e-03
  -3.5120551e-02  2.1923401e-03]
 [-2.8487166e-02  8.1790080e-03 -2.2219865e-02 ... -5.6654454e-04
  -1.4007341e-02 -4.9613793e-03]]"	33.7671	0
53	63	N-en9uRK1o4	"[[-0.0083068  -0.00110989 -0.02006576 ...  0.00450346 -0.02392943
   0.01094934]
 [-0.00881164  0.00120433 -0.020511   ...  0.01828656 -0.00852804
   0.01038841]
 [-0.00827945  0.00072571 -0.02283573 ...  0.02274532 -0.02437607
   0.00838119]
 ...
 [-0.02131754 -0.00520357 -0.00715135 ...  0.01843016 -0.04490916
  -0.00232013]
 [-0.02070153 -0.01155521 -0.02038232 ...  0.01476038 -0.02576974
   0.00740503]
 [-0.02375816 -0.01788845 -0.01934001 ...  0.00855429  0.00023929
   0.01291749]]"	734.867	-1
54	64	pjmRtZaguTQ	"[[-0.0069294  -0.01520621  0.00047532 ...  0.00805173 -0.01256069
   0.00314555]
 [-0.00778218 -0.01428565  0.00016782 ... -0.00192335  0.03432914
   0.01634012]
 [-0.00996025 -0.02106466 -0.00407776 ...  0.02031535  0.00543867
   0.01040837]
 ...
 [ 0.01373174 -0.01033561  0.0012233  ... -0.02342889  0.0552514
   0.01173643]
 [-0.00454604 -0.01764685  0.01810271 ... -0.01383729  0.00534613
   0.00203727]
 [ 0.00514763 -0.02188522  0.00043742 ... -0.00205663  0.04914828
   0.01625512]]"	127.861	-1
55	65	pjmRtZaguTQ	"[[-0.00181498 -0.00184414 -0.0064473  ... -0.01030163 -0.00210628
   0.01029098]
 [-0.00290521 -0.00890552 -0.01029145 ... -0.00734464  0.00633078
   0.01252383]
 [-0.01279703 -0.00563507  0.00052833 ... -0.01091091 -0.01869624
   0.00098187]
 ...
 [-0.01818689 -0.00412197  0.00749439 ...  0.00073813 -0.0277382
   0.00859076]
 [-0.01358368 -0.0042845  -0.00010134 ... -0.00758271 -0.00403801
   0.0046199 ]
 [-0.02117112 -0.02414531  0.02053166 ... -0.00594488 -0.0416472
   0.00316047]]"	444.244	-1
56	66	Prjbv_77HOw	"[[-3.0021477e-02 -9.4340940e-06 -7.1768584e-03 ... -1.1659228e-02
  -2.0571791e-02 -3.8837192e-03]
 [-2.7881641e-02 -7.3232496e-04 -1.7582055e-02 ...  1.0755725e-02
   1.8147537e-02 -6.2069469e-03]
 [-1.1763033e-02  7.2790720e-03 -2.9821547e-03 ...  7.8625828e-03
  -3.4659256e-03  1.7703064e-04]
 ...
 [-1.8672397e-02  2.1226259e-03  9.4980845e-04 ... -1.1703561e-02
   3.2360524e-02 -3.6319580e-03]
 [-5.1732589e-03  1.6823149e-04  7.4560898e-03 ... -1.1568254e-02
  -9.1533214e-03 -9.4432347e-03]
 [-2.3290152e-02  1.8576458e-03 -1.3581082e-02 ...  5.2135861e-03
   1.4282768e-02  6.9833850e-03]]"	185.285	-1
57	67	St-dvtiFHxo	"[[-0.01752991  0.0001261  -0.0195553  ...  0.006562    0.04537392
   0.01402855]
 [-0.01341705 -0.00432191 -0.02189982 ...  0.01556062  0.00570714
   0.01091188]
 [-0.03166062 -0.01175775 -0.01517864 ...  0.00162087  0.01826564
   0.00420991]
 ...
 [-0.01527708  0.02279069 -0.00750088 ...  0.00546512  0.06226892
  -0.00228152]
 [-0.02291683  0.02114437 -0.00235264 ...  0.01799626  0.06157176
  -0.00054971]
 [-0.01276494  0.01895983 -0.0101289  ...  0.01566592  0.04631931
  -0.00307139]]"	962.829	-1
58	68	TNyjGYTXQiA	"[[-3.1308934e-02 -1.0397928e-02 -1.5979668e-02 ...  6.0375640e-03
  -4.4705655e-02  3.9006537e-04]
 [-3.3326607e-02 -4.4771871e-03 -2.0564403e-02 ...  1.1708235e-02
  -2.6054299e-02  6.1753570e-05]
 [-2.7776627e-02 -8.0931121e-03 -2.3550777e-02 ...  5.1417588e-03
  -2.2413684e-02  1.7685571e-03]
 ...
 [-3.0886337e-02 -1.0507254e-02 -2.4853775e-02 ...  1.4572957e-02
  -1.3018929e-02  4.0112454e-03]
 [-2.9616104e-02 -1.2406272e-02 -1.4870965e-02 ...  8.4338346e-03
  -8.2830600e-03 -2.0403892e-03]
 [-2.4169084e-02 -6.0005421e-03 -1.0776692e-02 ...  1.1191518e-02
  -3.2173358e-02  4.6860492e-03]]"	1106.0	0
59	69	TNyjGYTXQiA	"[[ 0.02058518 -0.00962123 -0.0043491  ...  0.00936647  0.00021466
  -0.00353343]
 [ 0.02187047 -0.00840583 -0.00367402 ...  0.0083543   0.00330362
  -0.00447379]
 [ 0.01546904 -0.01685815  0.00671262 ...  0.00874841 -0.0061509
  -0.00205708]
 ...
 [ 0.00270937 -0.01980386  0.00660793 ...  0.00731171  0.00854647
   0.00233228]
 [-0.00983178 -0.00638932  0.00102917 ...  0.00872654 -0.03121682
   0.00070938]
 [ 0.01184231 -0.00954638  0.01026209 ... -0.00606126 -0.01547841
   0.00784746]]"	49.2826	-1
60	71	uNzS-dHvL2o	"[[-0.02136013  0.00330157 -0.0195067  ... -0.00154185  0.01007314
   0.00279067]
 [-0.02780387  0.00791556 -0.0167041  ... -0.00060419 -0.00494709
  -0.00166544]
 [-0.01740776 -0.00423845 -0.01319477 ... -0.00201398 -0.01108346
   0.0028188 ]
 ...
 [-0.02919323 -0.00763701  0.00871503 ... -0.01345671  0.01992802
   0.00068429]
 [-0.01547089  0.00254722 -0.00747405 ... -0.01544134  0.03761917
   0.0092178 ]
 [-0.03051032 -0.00466112 -0.00596591 ... -0.00677236 -0.0448804
  -0.00426426]]"	194.795	-1
61	72	vCeANKAPFf8	"[[-2.8268753e-02  2.5304295e-03 -6.0125272e-04 ...  5.5994838e-03
   1.8865345e-02 -2.5067246e-03]
 [-8.3328262e-03 -2.5229182e-03 -3.8813932e-03 ...  1.8322239e-02
   9.7146137e-03  4.4888980e-03]
 [-2.9149838e-02 -1.5211835e-03 -1.9569669e-02 ...  1.8405765e-02
   6.0035614e-03 -4.8794318e-05]
 ...
 [-2.3005541e-02 -2.5611173e-03 -1.8666059e-02 ...  1.4409261e-02
  -2.5367603e-02 -9.1336929e-04]
 [-3.2592267e-02 -6.4577293e-03 -1.7728545e-02 ... -7.3628232e-04
  -1.9596620e-02 -3.5510403e-03]
 [-3.6027495e-02 -6.9160841e-04 -2.4434086e-02 ...  8.0953725e-03
  -2.9451873e-02  1.7658125e-03]]"	872.705	0
62	73	vCeANKAPFf8	"[[ 0.00781558  0.0099291   0.00528932 ... -0.01494297  0.07374828
   0.00778207]
 [ 0.01331439  0.01058069  0.00640339 ... -0.01667383  0.08647516
   0.01812624]
 [ 0.01027156  0.01106171  0.00726903 ... -0.01323942  0.0784282
   0.01871567]
 ...
 [ 0.04917508  0.00035471 -0.00689861 ... -0.00514792  0.00244163
   0.01006113]
 [ 0.04654901  0.00459298 -0.0026359  ... -0.00296145  0.02344104
   0.01130039]
 [ 0.04009357  0.00635185 -0.00770242 ... -0.00086685 -0.00160939
   0.01246888]]"	61.2278	-1
63	74	Yol05y2a3o4	"[[-0.02382754 -0.0018962  -0.02022327 ...  0.01182138  0.04783364
   0.00571278]
 [-0.02223456 -0.00424017 -0.01299564 ... -0.00649377  0.00501979
   0.00210271]
 [-0.02499473 -0.00701567 -0.01692689 ... -0.00039613  0.0150524
   0.0058136 ]
 ...
 [-0.02355141 -0.00118388 -0.00505822 ...  0.00987204 -0.01481186
   0.01463931]
 [-0.02587634  0.00243402 -0.0159933  ...  0.02089162  0.00541931
   0.0039794 ]
 [-0.02821156 -0.00438851 -0.01097868 ...  0.01220443  0.01165006
   0.01433387]]"	34.9683	0
64	76	Yol05y2a3o4	"[[-0.02342225  0.00849633 -0.01711882 ...  0.00470543  0.03850439
   0.01158752]
 [-0.0211859   0.00719495 -0.02050593 ...  0.00869783  0.07922938
   0.01470832]
 [-0.02015791  0.00837262 -0.0091031  ...  0.00592689  0.0406016
   0.01798796]
 ...
 [-0.02448245  0.00324837 -0.01277882 ...  0.01311084  0.02354611
   0.0115584 ]
 [-0.02509137  0.00825221 -0.01797784 ...  0.00801698  0.00551315
   0.00826967]
 [-0.0268444  -0.00547455 -0.01004609 ...  0.00582043  0.02570918
   0.01235121]]"	73.7403	-1
65	77	_fTkG0O6m88	"[[0.00832214 0.03355117 0.01186421 ... 0.0161141  0.08672071 0.01323113]
 [0.00543982 0.01813569 0.00916538 ... 0.00762866 0.03982997 0.01638146]
 [0.00936534 0.03339821 0.00959099 ... 0.00689475 0.01414763 0.01494004]
 ...
 [0.00807585 0.02636849 0.00261263 ... 0.00906795 0.04270209 0.01278117]
 [0.01359963 0.01896446 0.01172331 ... 0.0034544  0.07388953 0.01402422]
 [0.00373222 0.01659128 0.01096668 ... 0.01854442 0.08119744 0.01371872]]"	143.867	2
66	78	_fTkG0O6m88	"[[0.01349149 0.02664896 0.00928089 ... 0.01586246 0.11743212 0.0123599 ]
 [0.01537634 0.03337672 0.00882981 ... 0.01393949 0.09896622 0.00912531]
 [0.01503204 0.02280835 0.01134801 ... 0.01537837 0.04718556 0.01146978]
 ...
 [0.00902846 0.01645474 0.00841565 ... 0.01438534 0.12112513 0.01838288]
 [0.00570163 0.01213369 0.00741239 ... 0.0061642  0.07838677 0.00888868]
 [0.01255745 0.02919288 0.01180328 ... 0.01058372 0.11999806 0.00715188]]"	181.933	2
67	79	_Mkz8Nl21M8	"[[ 0.01268008  0.03351021  0.01176321 ...  0.00833965  0.0269427
   0.01087721]
 [ 0.00861284  0.03537241  0.00856487 ...  0.0103862   0.05408888
   0.00732045]
 [ 0.01457731  0.01469883  0.0068191  ...  0.01160305  0.01034719
   0.0072013 ]
 ...
 [ 0.00205972  0.04273842  0.00515809 ...  0.02288458 -0.00829983
   0.01346148]
 [ 0.00721389  0.01114944  0.01025107 ...  0.01015679 -0.01478153
   0.01107737]
 [ 0.01908468  0.02499358  0.00667538 ...  0.01205108  0.01522
   0.00174553]]"	199.433	2
68	80	0SVNcOi-cuo	"[[0.00890296 0.02676705 0.00897924 ... 0.00855888 0.11554683 0.00986179]
 [0.00849937 0.01643608 0.00554311 ... 0.00837996 0.04104107 0.00618584]
 [0.00856057 0.01316398 0.00894836 ... 0.00113568 0.07498947 0.00807309]
 ...
 [0.01251042 0.02935368 0.00678776 ... 0.00533496 0.05410527 0.00784659]
 [0.0172266  0.02194241 0.01181397 ... 0.00110332 0.10011844 0.01252922]
 [0.01473612 0.02079745 0.01029112 ... 0.02056229 0.09514903 0.01217644]]"	118.333	2
69	81	0SVNcOi-cuo	"[[ 0.01101381  0.03961392  0.0109331  ...  0.00357846  0.02369076
   0.01385117]
 [ 0.01391981  0.03984481  0.01418077 ...  0.0125272   0.04944005
   0.02182337]
 [ 0.01547308  0.03180187  0.00812961 ...  0.0081598   0.05167958
   0.01081624]
 ...
 [ 0.00852157  0.03816907  0.01198634 ...  0.0038979  -0.00383109
   0.01190322]
 [ 0.00684204  0.02475151  0.00942813 ...  0.00263755  0.02832813
   0.01827178]
 [ 0.00882626  0.04188939  0.0096814  ...  0.01265762  0.04022843
   0.01089397]]"	69.2333	2
70	82	3DqGffXfr1I	"[[ 7.83830788e-03  4.38782014e-02  9.85426176e-03 ... -1.81332417e-03
   2.67470647e-02  2.15865648e-03]
 [ 7.50469090e-03  3.51159126e-02  9.11049824e-03 ... -4.40831995e-03
  -1.25941522e-02  9.89601685e-05]
 [ 2.28968095e-02  1.28782829e-02  9.78309754e-03 ...  1.19751059e-02
   7.13368952e-02  1.21227410e-02]
 ...
 [ 6.67719450e-03 -2.47446983e-03  6.24066498e-03 ...  1.49809504e-02
   4.33804467e-02  1.40176285e-02]
 [ 9.47187562e-03  2.72698347e-02  1.13192201e-02 ...  1.51547324e-02
   5.01376055e-02  3.39915557e-03]
 [ 7.69002305e-04  4.77910377e-02  7.73529382e-03 ...  4.75129671e-03
   4.33313176e-02  1.45333437e-02]]"	82.0	2
71	83	9xDqRxeR18A	"[[ 6.4615365e-03  2.6516816e-02  8.8432443e-04 ...  1.3113163e-02
   1.2307480e-02  1.1757817e-06]
 [ 2.7202962e-03  2.7113399e-02  5.7342397e-03 ...  1.0659946e-03
   5.5866338e-02  1.0389695e-02]
 [ 1.1209878e-02  1.2985784e-02  5.3728325e-03 ... -3.9612884e-03
   7.3732868e-02  9.3289642e-03]
 ...
 [ 1.2002524e-02  4.6857987e-02  1.0357161e-02 ...  2.9898644e-03
   3.9610505e-02  7.9634739e-03]
 [ 7.4917055e-03  3.3428159e-02  7.7053052e-03 ...  1.0516778e-02
   5.5318903e-02  9.3153743e-03]
 [ 3.9721923e-03  3.2043960e-02 -1.2472981e-03 ...  2.3563575e-02
  -1.3055431e-02 -2.7425312e-03]]"	584.894	2
72	84	9QRcsGWDkt4	"[[ 0.00192853 -0.00824353  0.00696428 ...  0.00337654  0.07425047
   0.00570695]
 [-0.00683464 -0.01155145  0.01119936 ... -0.00607056  0.03356927
  -0.00176152]
 [-0.01077475 -0.00668622  0.00546535 ...  0.00830361 -0.01262873
  -0.00021362]
 ...
 [ 0.00442199  0.00858167  0.00243974 ...  0.00637456  0.02679091
   0.00651424]
 [ 0.0077519   0.02221853  0.00700323 ...  0.00821702 -0.02805942
   0.01409863]
 [ 0.01005167 -0.01471769  0.01216069 ...  0.00047712  0.01750967
   0.01522375]]"	126.333	-1
73	85	9QRcsGWDkt4	"[[ 0.00887974  0.0384249   0.00742444 ...  0.00299972  0.03652065
   0.00606929]
 [ 0.00800597  0.03170999  0.00861266 ...  0.00525572  0.05163747
   0.00364305]
 [ 0.0053455   0.03048299  0.01113648 ...  0.00653636  0.04776806
   0.01172424]
 ...
 [ 0.00616383  0.02504065  0.00559998 ... -0.00027192  0.03130898
   0.00943107]
 [ 0.00826409  0.03073654  0.00728943 ... -0.00374969  0.06646734
   0.01256392]
 [ 0.00538693  0.03246451  0.01463654 ...  0.00322889  0.04697388
   0.00941852]]"	582.5	2
74	91	AjHWB2BVIyI	"[[ 0.00889438 -0.01640229  0.00803438 ... -0.00389822  0.03042086
   0.00066008]
 [-0.012785    0.00743533  0.0050616  ...  0.02169949  0.0098624
   0.0083546 ]
 [-0.00448425  0.0026073   0.00837669 ... -0.00126243 -0.00744717
  -0.00301099]
 ...
 [-0.00833039 -0.00918401  0.00515016 ... -0.00168165  0.04576961
  -0.00361398]
 [ 0.01905272 -0.00815361  0.00775142 ... -0.00367937 -0.05987556
  -0.00336179]
 [ 0.01074483 -0.01265287  0.01560709 ...  0.00462605  0.03198678
   0.00502261]]"	58.8	-1
75	92	AjHWB2BVIyI	"[[ 0.00553791  0.02941022  0.01101592 ...  0.01685596  0.01626174
   0.00915693]
 [-0.00212776  0.01547352  0.01491918 ...  0.01532366  0.0265617
   0.01900198]
 [-0.00507128  0.0116631   0.01276988 ...  0.01271491  0.00492664
   0.01474727]
 ...
 [ 0.00299535  0.0268072   0.01227021 ...  0.0172995  -0.01274072
   0.01889234]
 [ 0.00772934  0.02588268  0.01118688 ... -0.00763144  0.01919605
   0.00917642]
 [ 0.00600166  0.03669696  0.00981112 ...  0.01330241  0.02386912
   0.01454309]]"	261.64	-1
76	93	bQAx3yW4i6E	"[[ 0.01469463 -0.00293488  0.01085093 ...  0.00281166  0.00929513
   0.00358583]
 [ 0.00225621  0.03483861  0.00954297 ... -0.00134115  0.02427611
   0.00549098]
 [ 0.01010819  0.01400875  0.00014781 ...  0.01627909  0.01346326
   0.00469848]
 ...
 [ 0.00596449 -0.0001535   0.00298378 ...  0.02225362 -0.01184512
   0.02041727]
 [ 0.01212027  0.01244301  0.0186023  ... -0.00215747  0.06658633
   0.01378586]
 [ 0.01648624  0.02481045  0.01275191 ... -0.00616651  0.08369104
   0.00764504]]"	67.0	2
77	94	BwHuRjoPGuk	"[[ 0.00648973  0.02128216  0.01387895 ... -0.00071867  0.06546743
   0.00243244]
 [ 0.00896173  0.04864919  0.00848854 ... -0.00724861  0.02250078
   0.00451434]
 [ 0.00480482  0.02028211  0.01308014 ...  0.00145654  0.11667908
   0.00877467]
 ...
 [ 0.00077296  0.01216957  0.00300426 ...  0.00253484  0.03126617
   0.01583461]
 [ 0.00239347  0.03136808  0.01790015 ... -0.00034032 -0.0125019
   0.02093497]
 [ 0.02552408  0.03356635  0.00693708 ...  0.02013868  0.00555087
   0.00989544]]"	73.7333	-1
78	95	ExKQ6iNozjE	"[[ 3.01132002e-03  1.66329853e-02  9.24574677e-03 ...  8.00409727e-03
   1.79700889e-02  1.27315233e-02]
 [ 3.68813844e-03  3.34722959e-02  1.05901128e-02 ...  1.19441906e-02
   7.15538338e-02  1.25581063e-02]
 [ 1.13833705e-02  3.38169411e-02  1.29999993e-02 ...  4.27081296e-03
   6.32284135e-02  7.45370006e-03]
 ...
 [ 2.16515400e-02 -5.60873467e-03  7.65472138e-03 ...  2.90243328e-03
  -5.84073961e-02  8.81568901e-03]
 [-2.93936045e-03 -1.31137874e-02  2.00730227e-02 ... -7.00635937e-05
   7.95617476e-02  2.67512840e-03]
 [ 1.38442097e-02  3.72545910e-04  5.64487651e-03 ...  9.06341802e-03
   1.70780178e-02  1.38166426e-02]]"	62.5667	-1
79	96	fFKWNoH4Q00	"[[ 0.0093595   0.02796695  0.01063991 ...  0.00421063  0.00963165
   0.0052345 ]
 [ 0.00182798  0.01462867  0.01160543 ...  0.01764967  0.0473818
   0.01109792]
 [ 0.00359987  0.03206097  0.01062474 ...  0.01177642  0.04705271
   0.0085533 ]
 ...
 [ 0.00600182  0.02864774  0.01613805 ...  0.00747178  0.01035944
   0.01417116]
 [-0.00179785  0.02355815  0.00544782 ...  0.00857518  0.0596807
   0.01412841]
 [ 0.01032284  0.05710386  0.01440436 ...  0.0101606   0.04483074
   0.01125614]]"	64.64	2
80	97	fFKWNoH4Q00	"[[ 0.01034788  0.03232117  0.01291261 ...  0.01068346  0.04098114
   0.02375511]
 [ 0.01068137  0.02176435  0.01356669 ...  0.0093868   0.05082347
   0.02569215]
 [ 0.00651447  0.02160052  0.00744287 ...  0.00700439  0.04401843
   0.01363151]
 ...
 [ 0.00759997  0.04320478  0.01014706 ...  0.01499887 -0.04185832
   0.00857966]
 [ 0.00933477  0.0553714   0.00989114 ...  0.01757016 -0.03004935
   0.01108101]
 [ 0.01298545  0.04885504  0.01074114 ...  0.01055618  0.00948003
   0.0091466 ]]"	46.4	2
81	98	gFtGwVYyenU	"[[ 0.00472326  0.03069322  0.00301983 ...  0.01800106  0.04444586
   0.01514271]
 [ 0.00610484  0.04343874  0.00088695 ...  0.02066627  0.00842855
   0.0087245 ]
 [ 0.01228086  0.02707545  0.00343506 ...  0.01833184  0.03141741
   0.0096466 ]
 ...
 [ 0.01331156  0.03535019  0.00554324 ...  0.01727087 -0.02778095
   0.01160906]
 [ 0.00765234  0.02916826  0.00418463 ...  0.01853872  0.03711547
   0.0179174 ]
 [ 0.01004474  0.03051338  0.00338433 ...  0.02150752  0.01657766
   0.00452477]]"	105.5	2
82	99	jPQddAgrOCU	"[[ 0.00680554  0.04975464  0.01136576 ... -0.00789213  0.01820877
   0.00172078]
 [ 0.00822006  0.01993619  0.01170615 ...  0.01336974  0.09647468
   0.01660156]
 [ 0.01120365  0.01334577  0.00706352 ...  0.00639934  0.06381707
   0.00694397]
 ...
 [ 0.00585766  0.05034088  0.01166888 ...  0.01582124  0.04556174
   0.01731043]
 [-0.00130168  0.03361923  0.00673656 ...  0.02169892  0.03277277
   0.02456844]
 [ 0.02029946  0.02337411  0.00579305 ...  0.00674459 -0.01759938
   0.00255924]]"	66.1	2
83	100	glYWsEAXPJU	"[[ 0.01679473  0.03445149  0.0133416  ...  0.00814779  0.06917348
   0.01515233]
 [ 0.00836331  0.02433581  0.00788922 ...  0.02297575  0.03895409
   0.01438408]
 [ 0.00932182  0.02756655  0.00491647 ...  0.01328425  0.09116198
   0.00924974]
 ...
 [ 0.01029854  0.04223076  0.00851352 ...  0.00149364  0.06908441
   0.01583792]
 [ 0.0120601   0.03337153  0.00657984 ... -0.00036875  0.10787555
   0.01125581]
 [ 0.00743686  0.02336248  0.00818672 ...  0.0227825   0.07010125
   0.01764343]]"	920.0	2
84	101	glYWsEAXPJU	"[[ 0.00089579  0.05716816  0.00112431 ...  0.01547327 -0.02430204
   0.00104975]
 [ 0.00077133  0.05648834  0.00032642 ...  0.01691476 -0.0341765
   0.00205113]
 [ 0.00443462  0.05591419  0.00108873 ...  0.01728695 -0.02430631
   0.00587411]
 ...
 [ 0.01649845  0.05820891  0.00919273 ...  0.00762403  0.05173835
   0.00616312]
 [ 0.00430889  0.07442313  0.00827624 ...  0.01464032 -0.01649395
   0.00732907]
 [ 0.00560696  0.0513132   0.00889856 ...  0.01883355 -0.02391906
   0.00635625]]"	757.52	-1
85	102	glYWsEAXPJU	"[[ 0.00323102  0.01316097  0.01073679 ...  0.03528658 -0.03830813
   0.01294751]
 [ 0.00268219  0.03874014  0.01224783 ...  0.01507507 -0.03797384
   0.0080792 ]
 [ 0.00248384  0.0255434   0.01376625 ...  0.02514632 -0.00544869
   0.01280631]
 ...
 [ 0.01509545  0.02694327  0.00887879 ...  0.00782803 -0.01715238
   0.01362693]
 [ 0.00594882  0.02461433  0.00828556 ...  0.01911446  0.00527873
   0.01087786]
 [ 0.02827839  0.02296686  0.00760534 ...  0.01872373 -0.03092241
   0.00604371]]"	135.36	-1
